ERROR: logging before google.Init: I0817 20:46:46.268894       1 resolver.go:85] Model ID gemini-3.7-flash-high not in local config, defaulting to CCPA
ERROR: logging before google.Init: I0817 20:46:46.513436      25 server.go:2793] [RemoteControl] Subscription callback triggered.
ERROR: logging before google.Init: I0817 20:46:46.513443      25 server.go:2795] [RemoteControl] RemoteControlEnabled value: false
ERROR: logging before google.Init: I0817 20:46:46.513448      25 server.go:3054] [RemoteControl] Resolved proxyServerURL: ""
ERROR: logging before google.Init: I0817 20:46:46.513465      25 profiler.go:154] Continuous pprof profiling is disabled.
ERROR: logging before google.Init: I0817 20:46:46.513825      25 server.go:2307] initialized server successfully in 244.534643ms
ERROR: logging before google.Init: W0817 20:46:46.514244      80 cache.go:56] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0817 20:46:46.514296      80 errorreport.go:223] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0817 20:46:46.514445      80 cache.go:56] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0817 20:46:46.514472      80 errorreport.go:223] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0817 20:46:46.514842       1 auto_updater.go:252] Last check was less than 15 minutes ago, skipping update (fast path)
ERROR: logging before google.Init: I0817 20:46:46.514891       1 common.go:170] Launching CLI mode
ERROR: logging before google.Init: E0817 20:46:46.514913       1 launchsteps.go:77] Failed to resolve GeminiDir ".gemini": .gemini must be an absolute path: path is not absolute, falling back to default
ERROR: logging before google.Init: I0817 20:46:46.518055       1 common.go:208] CLI app data directory: /home/ubuntu/.gemini/antigravity-cli
ERROR: logging before google.Init: I0817 20:46:46.518180       1 server.go:270] Creating CLI server backend: product=antigravity workspaceDirs=[/home/ubuntu/portsentry-ui /home/ubuntu/portsentry-ui] appDataDir=/home/ubuntu/.gemini/antigravity-cli cascadeManager=true codeAssist=true
ERROR: logging before google.Init: I0817 20:46:46.518299       1 composite_token_storage.go:123] Using file-based token storage because SSH session detected
ERROR: logging before google.Init: I0817 20:46:46.518327       1 auth_provider.go:734] [AuthProvider] SetEnableBusinessLogin called with enable: true
ERROR: logging before google.Init: I0817 20:46:46.582996       1 server.go:2693] GetConversationDetail: found conversation 459f153c-af03-4539-bcae-c85f20380b4f (active=false)
ERROR: logging before google.Init: I0817 20:46:46.584761       1 common.go:307] project: resuming conversation belonging to project ID: default-cli-project
ERROR: logging before google.Init: I0817 20:46:46.584999       1 common.go:320] project: synced active project to "CLI Project" (id=default-cli-project) from resumed conversation
ERROR: logging before google.Init: I0817 20:46:46.585016       1 server.go:1802] Backend project ID updated dynamically to: default-cli-project
ERROR: logging before google.Init: I0817 20:46:46.585031       1 analytics.go:138] CLI startup completed (took 317.624172ms)
ERROR: logging before google.Init: I0817 20:46:46.585049       1 printmode.go:160] Print mode: starting (promptLength=1741, model="gemini-3.7-flash-high", conversationID="459f153c-af03-4539-bcae-c85f20380b4f")
ERROR: logging before google.Init: I0817 20:46:46.585064       1 manager.go:386] Initializing CLI store manager for workspace /home/ubuntu/portsentry-ui
ERROR: logging before google.Init: I0817 20:46:46.585466       1 cli_setting_manager.go:145] applyUserSettings: no shared config permissions from /home/ubuntu/.gemini/config/config.json
ERROR: logging before google.Init: I0817 20:46:46.585490       1 cli_setting_manager.go:829] Skipping telemetry propagation because user is not logged in
ERROR: logging before google.Init: I0817 20:46:46.585496       1 cli_setting_manager.go:88] CLI settings initialized: permissions=&{Allow:[command(pm2) command(ls) command(grep) command(rm -f /home/ubuntu/.pm2/logs/feishu-bot* /home/ubuntu/.pm2/logs/agy-daemon*) command(ps) command(rm -rf /home/ubuntu/antigravity-feishu-bot) command(find /home/ubuntu -name "*feishu*" 2>/dev/null) command(git status) command(git log) command(git ls-files) command(git restore) command(cat) command(rm -f .update_pending.json) command(git diff) command(./venv/bin/pip install -r requirements.txt) command(find . -name "requirements.txt") command(./venv/bin/pip install -r plugins/multi_agent/requirements.txt) command(sleep) command(tail)] Deny:[] Ask:[]}, toolPermission=request-review
ERROR: logging before google.Init: W0817 20:46:46.585777      94 cache.go:56] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0817 20:46:46.585816      94 errorreport.go:223] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0817 20:46:46.585923      94 cache.go:56] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0817 20:46:46.585942      94 errorreport.go:223] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0817 20:46:46.586024      94 cache.go:56] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0817 20:46:46.586044      94 errorreport.go:223] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0817 20:46:46.586292       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
ERROR: logging before google.Init: I0817 20:46:46.586311       1 manager.go:559] CLI store manager initialized successfully
ERROR: logging before google.Init: I0817 20:46:46.586328       1 printmode.go:208] Print mode: --dangerously-skip-permissions set, auto-approving all tool permissions
ERROR: logging before google.Init: I0817 20:46:46.586342       1 printmode.go:440] Print mode: not authenticated, trying silent auth
ERROR: logging before google.Init: I0817 20:46:46.586435     126 keyring.go:81] keyringAuth: loaded token, expiry=2026-08-17 21:16:43.529549428 +0800 CST expired=false
ERROR: logging before google.Init: W0817 20:46:46.586819      94 cache.go:56] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0817 20:46:46.586870      94 errorreport.go:223] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0817 20:46:46.755725       1 auth.go:147] ChainedAuth: authenticated via keyring (effective: keyring)
ERROR: logging before google.Init: I0817 20:46:46.755758       1 server_oauth.go:189] applyAuthResult: email=system.level6@gmail.com, authMethod=consumer, quotaProject=
ERROR: logging before google.Init: I0817 20:46:46.755765       1 server_oauth.go:194] OAuth: authenticated successfully as system.level6@gmail.com
ERROR: logging before google.Init: I0817 20:46:46.755771       1 server_oauth.go:200] b.codeAssistClient.AuthProvider (0x28ff8e2360f0) is same as b.cliAuth (0x28ff8e2360f0)
ERROR: logging before google.Init: W0817 20:46:46.755897     145 cache.go:56] Cache(fetchBAICAdminControls): Singleflight refresh failed: admin controls not applicable
ERROR: logging before google.Init: E0817 20:46:46.755938     145 errorreport.go:223] admin controls not applicable
ERROR: logging before google.Init: W0817 20:46:46.755995     145 cache.go:79] Failed to refresh cache in background: admin controls not applicable
ERROR: logging before google.Init: W0817 20:46:46.756076     168 cache.go:56] Cache(fetchBAICAdminControls): Singleflight refresh failed: admin controls not applicable
ERROR: logging before google.Init: E0817 20:46:46.756117     168 errorreport.go:223] admin controls not applicable
ERROR: logging before google.Init: W0817 20:46:46.756149     168 cache.go:79] Failed to refresh cache in background: admin controls not applicable
ERROR: logging before google.Init: E0817 20:46:47.672489      54 browser_context.go:179] failed to install playwright: could not install driver: could not install driver: error: got non 200 status code: 404 (404 Not Found) from https://playwright.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-akamai.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-verizon.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
ERROR: logging before google.Init: I0817 20:46:47.891568       1 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x49e6728310b34992
ERROR: logging before google.Init: I0817 20:46:48.483684       1 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xdd0ebaf759a89505
ERROR: logging before google.Init: I0817 20:46:48.495049       1 model_resolver.go:80] Resolving model gemini-3.7-flash-high
ERROR: logging before google.Init: I0817 20:46:48.495124       1 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.7 Flash (High)"
ERROR: logging before google.Init: I0817 20:46:48.495247     104 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0817 20:46:49.062626       1 printmode.go:442] Print mode: silent auth succeeded
ERROR: logging before google.Init: I0817 20:46:49.062742     105 experiment_manager.go:38] Starting experiment refresh after login
ERROR: logging before google.Init: I0817 20:46:49.292671     105 experiment_manager.go:42] Experiments refreshed after login
ERROR: logging before google.Init: I0817 20:46:49.292837     222 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 20:46:50.470507     217 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x3d6ca98325e0a32
ERROR: logging before google.Init: I0817 20:46:51.897142     217 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x9c210bf931cc51ff
ERROR: logging before google.Init: I0817 20:46:52.126690     217 model_resolver.go:80] Resolving model gemini-3.7-flash-high
ERROR: logging before google.Init: I0817 20:46:52.126737     217 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.7 Flash (High)"
ERROR: logging before google.Init: I0817 20:46:52.126791     250 model_resolver.go:80] Resolving model gemini-3.7-flash-high
ERROR: logging before google.Init: I0817 20:46:52.126802     250 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.7 Flash (High)"
ERROR: logging before google.Init: I0817 20:46:52.126867     104 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0817 20:46:52.163761       1 model_resolver.go:80] Resolving model gemini-3.7-flash-high
ERROR: logging before google.Init: I0817 20:46:52.197747       1 server.go:2693] GetConversationDetail: found conversation 459f153c-af03-4539-bcae-c85f20380b4f (active=false)
ERROR: logging before google.Init: I0817 20:46:52.199352       1 printmode.go:324] Print mode: resuming conversation 459f153c-af03-4539-bcae-c85f20380b4f
ERROR: logging before google.Init: I0817 20:46:52.199379       1 conversation_manager.go:675] Streaming conversation 459f153c-af03-4539-bcae-c85f20380b4f
ERROR: logging before google.Init: I0817 20:46:52.199920       1 server.go:1083] Starting conversation update stream for 459f153c-af03-4539-bcae-c85f20380b4f
ERROR: logging before google.Init: I0817 20:46:52.199960       1 printmode.go:340] Print mode: conversation=459f153c-af03-4539-bcae-c85f20380b4f, sending message
ERROR: logging before google.Init: I0817 20:46:52.199971       1 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 20:46:52.201929       1 manager.go:1226] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0817 20:46:52.201999       1 conversation_manager.go:523] Forwarding user message to conversation 459f153c-af03-4539-bcae-c85f20380b4f (items=1, media=0)
ERROR: logging before google.Init: I0817 20:46:52.202010       1 server.go:1515] Sending user message to conversation 459f153c-af03-4539-bcae-c85f20380b4f (items=1, media=0)
ERROR: logging before google.Init: I0817 20:46:52.584506     260 manager.go:480] Ignoring IDLE update because we are waiting for RUNNING
ERROR: logging before google.Init: I0817 20:46:52.688620     105 experiment_manager.go:38] Starting experiment refresh after login
ERROR: logging before google.Init: I0817 20:46:52.967606     105 experiment_manager.go:42] Experiments refreshed after login
ERROR: logging before google.Init: I0817 20:46:52.967753     105 experiment_manager.go:38] Starting experiment refresh after login
ERROR: logging before google.Init: I0817 20:46:52.967900     553 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 20:46:52.969367     553 manager.go:1226] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0817 20:46:53.027034     301 model_resolver.go:80] Resolving model gemini-3.7-flash-high
ERROR: logging before google.Init: I0817 20:46:53.027076     301 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.7 Flash (High)"
ERROR: logging before google.Init: I0817 20:46:53.027313     104 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0817 20:46:53.083907     105 experiment_manager.go:42] Experiments refreshed after login
ERROR: logging before google.Init: I0817 20:46:53.084589     566 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 20:46:53.087653     566 manager.go:1226] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0817 20:46:53.592041     105 experiment_manager.go:38] Starting experiment refresh after login
ERROR: logging before google.Init: I0817 20:46:53.806101     105 experiment_manager.go:42] Experiments refreshed after login
ERROR: logging before google.Init: I0817 20:46:53.806380     456 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 20:46:53.808699     456 manager.go:1226] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0817 20:46:54.205550     300 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xd194b745806f41ba
ERROR: logging before google.Init: I0817 20:46:57.868014     560 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x68e0ae5b0e42253f ResponseID: vQKDapy2HPG20-kP-9Hd0QU
ERROR: logging before google.Init: I0817 20:47:06.438387     611 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xce7b006cf8c5ebbc ResponseID: xwKDasi-M7Cf2roPmLTVqAg
ERROR: logging before google.Init: I0817 20:47:15.016008     648 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb8844386b821e6da ResponseID: 0QKDasPzEJ7t2roPoozPiAc
ERROR: logging before google.Init: I0817 20:47:17.967320     679 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x869daede318d48a0 ResponseID: 0wKDatuUHv6C0-kPwsTq-Ag
ERROR: logging before google.Init: I0817 20:47:25.192616     728 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf9d3fef485902eea ResponseID: 2AKDaufaGozY2roPsNC0iQg
ERROR: logging before google.Init: I0817 20:47:30.472622     767 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5d8d719e06a46b62 ResponseID: 4AKDatfTN63e2roPtcSAkAc
ERROR: logging before google.Init: I0817 20:47:31.117137       1 manager.go:739] CLI store manager shutting down
ERROR: logging before google.Init: I0817 20:47:31.117536       1 conversation_manager.go:633] Stopping conversation stream
ERROR: logging before google.Init: I0817 20:47:31.117628     260 server.go:1123] Stream goroutine exited for 459f153c-af03-4539-bcae-c85f20380b4f, sending completion signal
ERROR: logging before google.Init: I0817 20:47:31.117648     260 conversation_manager.go:761] Stream completed for 459f153c-af03-4539-bcae-c85f20380b4f, clearing ResponsePending
ERROR: logging before google.Init: I0817 20:47:31.117993     811 server.go:2637] Language server shutting down
ERROR: logging before google.Init: I0817 20:47:31.118008     811 server.go:2642] Waiting for migrations to complete to prevent partial migration state...
