ERROR: logging before google.Init: I0817 11:35:42.823552       1 resolver.go:85] Model ID claude-sonnet-4-6 not in local config, defaulting to CCPA
ERROR: logging before google.Init: I0817 11:35:45.127814     148 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xc1412ecc36a4ea5e
ERROR: logging before google.Init: I0817 11:35:45.138323       1 model_resolver.go:80] Resolving model claude-sonnet-4-6
ERROR: logging before google.Init: I0817 11:35:45.138374       1 model_config_manager.go:311] Propagating selected model override to backend: label="Claude Sonnet 4.6 (Thinking)"
ERROR: logging before google.Init: I0817 11:35:45.138516     103 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0817 11:35:45.710014       1 printmode.go:442] Print mode: silent auth succeeded
ERROR: logging before google.Init: I0817 11:35:45.710134     104 experiment_manager.go:38] Starting experiment refresh after login
ERROR: logging before google.Init: I0817 11:35:45.946049     104 experiment_manager.go:42] Experiments refreshed after login
ERROR: logging before google.Init: I0817 11:35:45.946203     220 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 11:35:47.165240     226 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xea663cce6f936082
ERROR: logging before google.Init: I0817 11:35:48.694993     226 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x228111764f2bf341
ERROR: logging before google.Init: I0817 11:35:48.965868     226 model_resolver.go:80] Resolving model claude-sonnet-4-6
ERROR: logging before google.Init: I0817 11:35:48.965911     226 model_config_manager.go:311] Propagating selected model override to backend: label="Claude Sonnet 4.6 (Thinking)"
ERROR: logging before google.Init: I0817 11:35:48.965982     239 model_resolver.go:80] Resolving model claude-sonnet-4-6
ERROR: logging before google.Init: I0817 11:35:48.966001     239 model_config_manager.go:311] Propagating selected model override to backend: label="Claude Sonnet 4.6 (Thinking)"
ERROR: logging before google.Init: I0817 11:35:48.966063     103 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0817 11:35:49.010521       1 model_resolver.go:80] Resolving model claude-sonnet-4-6
ERROR: logging before google.Init: I0817 11:35:49.036824       1 server.go:2693] GetConversationDetail: found conversation 459f153c-af03-4539-bcae-c85f20380b4f (active=false)
ERROR: logging before google.Init: I0817 11:35:49.038644       1 printmode.go:324] Print mode: resuming conversation 459f153c-af03-4539-bcae-c85f20380b4f
ERROR: logging before google.Init: I0817 11:35:49.038676       1 conversation_manager.go:675] Streaming conversation 459f153c-af03-4539-bcae-c85f20380b4f
ERROR: logging before google.Init: I0817 11:35:49.039301       1 server.go:1083] Starting conversation update stream for 459f153c-af03-4539-bcae-c85f20380b4f
ERROR: logging before google.Init: I0817 11:35:49.039335       1 printmode.go:340] Print mode: conversation=459f153c-af03-4539-bcae-c85f20380b4f, sending message
ERROR: logging before google.Init: I0817 11:35:49.039350       1 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 11:35:49.040942       1 manager.go:1226] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0817 11:35:49.041019       1 conversation_manager.go:523] Forwarding user message to conversation 459f153c-af03-4539-bcae-c85f20380b4f (items=1, media=0)
ERROR: logging before google.Init: I0817 11:35:49.041030       1 server.go:1515] Sending user message to conversation 459f153c-af03-4539-bcae-c85f20380b4f (items=1, media=0)
ERROR: logging before google.Init: I0817 11:35:49.294767     251 manager.go:480] Ignoring IDLE update because we are waiting for RUNNING
ERROR: logging before google.Init: I0817 11:35:49.550268     104 experiment_manager.go:38] Starting experiment refresh after login
ERROR: logging before google.Init: I0817 11:35:49.717145     104 experiment_manager.go:42] Experiments refreshed after login
ERROR: logging before google.Init: I0817 11:35:49.717319     537 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 11:35:49.720207     537 manager.go:1226] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0817 11:35:49.781477     526 model_resolver.go:80] Resolving model claude-sonnet-4-6
ERROR: logging before google.Init: I0817 11:35:49.781530     526 model_config_manager.go:311] Propagating selected model override to backend: label="Claude Sonnet 4.6 (Thinking)"
ERROR: logging before google.Init: I0817 11:35:49.781882     103 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0817 11:35:50.318873     104 experiment_manager.go:38] Starting experiment refresh after login
ERROR: logging before google.Init: I0817 11:35:50.482060     104 experiment_manager.go:42] Experiments refreshed after login
ERROR: logging before google.Init: I0817 11:35:50.483477     549 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 11:35:50.486473     549 manager.go:1226] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0817 11:35:50.858555     525 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x33fbed99331f39b8
ERROR: logging before google.Init: I0817 11:35:51.679465     530 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd2bc8edef7e94624 ResponseID: req_vrtx_011Ce7cwYqRZdhchhnR3CVRK
ERROR: logging before google.Init: I0817 11:36:03.557401     627 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf6c5861711c3c4fd ResponseID: req_vrtx_011Ce7cxRzStRZccKFXRmmXt
ERROR: logging before google.Init: I0817 11:36:14.134928     757 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd3cf7d42a8dbe976 ResponseID: req_vrtx_011Ce7cyCtgMHS7UiXHUgCmL
ERROR: logging before google.Init: E0817 11:36:16.323461     735 grep_handler.go:582] app root path missing
ERROR: logging before google.Init: I0817 11:36:18.389360     787 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4df5cb1d7bff4815 ResponseID: req_vrtx_011Ce7cyWuQ7EfPD8qhRHzg7
ERROR: logging before google.Init: I0817 11:36:21.817854     841 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9791c8cd7f1143af ResponseID: req_vrtx_011Ce7cymBdkVFGAUK9cQzjd
ERROR: logging before google.Init: I0817 11:36:59.666909     991 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb1a2f763d9ba6ccb ResponseID: req_vrtx_011Ce7d2YftozdyWh6qKtsfr
ERROR: logging before google.Init: I0817 11:37:06.532559    1030 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd4a285a242060861 ResponseID: req_vrtx_011Ce7d34zHGbkix3WJQRxvU
ERROR: logging before google.Init: I0817 11:37:15.315441    1063 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6871c553b3555d2f ResponseID: req_vrtx_011Ce7d3hobayec8pcBeic2b
ERROR: logging before google.Init: I0817 11:37:36.080631    1147 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1b45a5ee5cfad98c ResponseID: req_vrtx_011Ce7d5EMecD3zWvWnsaAXt
ERROR: logging before google.Init: I0817 11:37:40.424083    1188 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf6cac614c381d5a5 ResponseID: req_vrtx_011Ce7d5Xw59jZw5XyRSYpAY
ERROR: logging before google.Init: I0817 11:37:46.103979    1204 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xcb8778b48258252a ResponseID: req_vrtx_011Ce7d5zgAEqJU1VRLh5cXn
ERROR: logging before google.Init: I0817 11:37:49.425540    1234 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x72395c8ced3c294 ResponseID: req_vrtx_011Ce7d6C9yKDggNpv7Zc2g1
ERROR: logging before google.Init: I0817 11:37:54.711590    1280 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x485a351f9860c953 ResponseID: req_vrtx_011Ce7d6bSCPtQUNgbfUxet8
ERROR: logging before google.Init: I0817 11:38:04.053335    1343 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7326a5de03d3c102 ResponseID: req_vrtx_011Ce7d7Hw1i6f3VVj2rMp2D
ERROR: logging before google.Init: I0817 11:38:07.776773    1394 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x996834315b807b18 ResponseID: req_vrtx_011Ce7d7aLVdSqRoynmaaytD
