ERROR: logging before google.Init: I0817 21:00:40.804648       1 resolver.go:85] Model ID gemini-3.7-flash-high not in local config, defaulting to CCPA
ERROR: logging before google.Init: I0817 21:00:41.043013       1 common.go:208] CLI app data directory: /home/ubuntu/.gemini/antigravity-cli
ERROR: logging before google.Init: I0817 21:00:41.043040       1 server.go:270] Creating CLI server backend: product=antigravity workspaceDirs=[/home/ubuntu/portsentry-ui /home/ubuntu/portsentry-ui] appDataDir=/home/ubuntu/.gemini/antigravity-cli cascadeManager=true codeAssist=true
ERROR: logging before google.Init: I0817 21:00:41.043144       1 composite_token_storage.go:123] Using file-based token storage because SSH session detected
ERROR: logging before google.Init: I0817 21:00:41.043167       1 auth_provider.go:734] [AuthProvider] SetEnableBusinessLogin called with enable: true
ERROR: logging before google.Init: I0817 21:00:41.094890       1 server.go:2693] GetConversationDetail: found conversation 459f153c-af03-4539-bcae-c85f20380b4f (active=false)
ERROR: logging before google.Init: I0817 21:00:41.095913       1 common.go:307] project: resuming conversation belonging to project ID: default-cli-project
ERROR: logging before google.Init: I0817 21:00:41.096212       1 common.go:320] project: synced active project to "CLI Project" (id=default-cli-project) from resumed conversation
ERROR: logging before google.Init: I0817 21:00:41.096239       1 server.go:1802] Backend project ID updated dynamically to: default-cli-project
ERROR: logging before google.Init: I0817 21:00:41.096262       1 analytics.go:138] CLI startup completed (took 293.506546ms)
ERROR: logging before google.Init: I0817 21:00:41.096296       1 printmode.go:160] Print mode: starting (promptLength=1750, model="gemini-3.7-flash-high", conversationID="459f153c-af03-4539-bcae-c85f20380b4f")
ERROR: logging before google.Init: I0817 21:00:41.096314       1 manager.go:386] Initializing CLI store manager for workspace /home/ubuntu/portsentry-ui
ERROR: logging before google.Init: W0817 21:00:41.096804     103 cache.go:56] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0817 21:00:41.096889     103 errorreport.go:223] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0817 21:00:41.096960       1 cli_setting_manager.go:145] applyUserSettings: no shared config permissions from /home/ubuntu/.gemini/config/config.json
ERROR: logging before google.Init: I0817 21:00:41.096994       1 cli_setting_manager.go:829] Skipping telemetry propagation because user is not logged in
ERROR: logging before google.Init: I0817 21:00:41.097003       1 cli_setting_manager.go:88] CLI settings initialized: permissions=&{Allow:[command(pm2) command(ls) command(grep) command(rm -f /home/ubuntu/.pm2/logs/feishu-bot* /home/ubuntu/.pm2/logs/agy-daemon*) command(ps) command(rm -rf /home/ubuntu/antigravity-feishu-bot) command(find /home/ubuntu -name "*feishu*" 2>/dev/null) command(git status) command(git log) command(git ls-files) command(git restore) command(cat) command(rm -f .update_pending.json) command(git diff) command(./venv/bin/pip install -r requirements.txt) command(find . -name "requirements.txt") command(./venv/bin/pip install -r plugins/multi_agent/requirements.txt) command(sleep) command(tail)] Deny:[] Ask:[]}, toolPermission=request-review
ERROR: logging before google.Init: W0817 21:00:41.097035     103 cache.go:56] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0817 21:00:41.097069     103 errorreport.go:223] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0817 21:00:41.097338     103 cache.go:56] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0817 21:00:41.097387     103 errorreport.go:223] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0817 21:00:41.097476     103 cache.go:56] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0817 21:00:41.097507     103 errorreport.go:223] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0817 21:00:41.097878       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
ERROR: logging before google.Init: I0817 21:00:41.097904       1 manager.go:559] CLI store manager initialized successfully
ERROR: logging before google.Init: I0817 21:00:41.097938       1 printmode.go:208] Print mode: --dangerously-skip-permissions set, auto-approving all tool permissions
ERROR: logging before google.Init: I0817 21:00:41.097964       1 printmode.go:440] Print mode: not authenticated, trying silent auth
ERROR: logging before google.Init: I0817 21:00:41.098293     131 keyring.go:81] keyringAuth: loaded token, expiry=2026-08-17 21:16:43.529549428 +0800 CST expired=false
ERROR: logging before google.Init: I0817 21:00:41.256637       1 auth.go:147] ChainedAuth: authenticated via keyring (effective: keyring)
ERROR: logging before google.Init: I0817 21:00:41.256680       1 server_oauth.go:189] applyAuthResult: email=system.level6@gmail.com, authMethod=consumer, quotaProject=
ERROR: logging before google.Init: I0817 21:00:41.256687       1 server_oauth.go:194] OAuth: authenticated successfully as system.level6@gmail.com
ERROR: logging before google.Init: I0817 21:00:41.256691       1 server_oauth.go:200] b.codeAssistClient.AuthProvider (0x821fc41cd20) is same as b.cliAuth (0x821fc41cd20)
ERROR: logging before google.Init: W0817 21:00:41.256957     142 cache.go:56] Cache(fetchBAICAdminControls): Singleflight refresh failed: admin controls not applicable
ERROR: logging before google.Init: E0817 21:00:41.256988     142 errorreport.go:223] admin controls not applicable
ERROR: logging before google.Init: W0817 21:00:41.257056     142 cache.go:79] Failed to refresh cache in background: admin controls not applicable
ERROR: logging before google.Init: W0817 21:00:41.257064     165 cache.go:79] Failed to refresh cache in background: admin controls not applicable
ERROR: logging before google.Init: E0817 21:00:42.304954      40 browser_context.go:179] failed to install playwright: could not install driver: could not install driver: error: got non 200 status code: 404 (404 Not Found) from https://playwright.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-akamai.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-verizon.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
ERROR: logging before google.Init: I0817 21:00:43.030505     138 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xf2794d2065aed0be
ERROR: logging before google.Init: I0817 21:00:43.632237     138 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xeeb3858732148f51
ERROR: logging before google.Init: I0817 21:00:43.648159       1 model_resolver.go:80] Resolving model gemini-3.7-flash-high
ERROR: logging before google.Init: I0817 21:00:43.648219       1 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.7 Flash (High)"
ERROR: logging before google.Init: I0817 21:00:43.648538     113 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0817 21:00:44.221032       1 printmode.go:442] Print mode: silent auth succeeded
ERROR: logging before google.Init: I0817 21:00:44.221171     114 experiment_manager.go:38] Starting experiment refresh after login
ERROR: logging before google.Init: I0817 21:00:44.640142     114 experiment_manager.go:42] Experiments refreshed after login
ERROR: logging before google.Init: I0817 21:00:44.640280     231 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 21:00:45.575163     223 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xe594e752553a4662
ERROR: logging before google.Init: I0817 21:00:47.581775     223 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xb2a2606129e2ddf2
ERROR: logging before google.Init: I0817 21:00:47.923241     223 model_resolver.go:80] Resolving model gemini-3.7-flash-high
ERROR: logging before google.Init: I0817 21:00:47.923282     223 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.7 Flash (High)"
ERROR: logging before google.Init: I0817 21:00:47.923357     236 model_resolver.go:80] Resolving model gemini-3.7-flash-high
ERROR: logging before google.Init: I0817 21:00:47.923368     236 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.7 Flash (High)"
ERROR: logging before google.Init: I0817 21:00:47.923451     113 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0817 21:00:47.971563       1 model_resolver.go:80] Resolving model gemini-3.7-flash-high
ERROR: logging before google.Init: I0817 21:00:48.016868       1 server.go:2693] GetConversationDetail: found conversation 459f153c-af03-4539-bcae-c85f20380b4f (active=false)
ERROR: logging before google.Init: I0817 21:00:48.018954       1 printmode.go:324] Print mode: resuming conversation 459f153c-af03-4539-bcae-c85f20380b4f
ERROR: logging before google.Init: I0817 21:00:48.019001       1 conversation_manager.go:675] Streaming conversation 459f153c-af03-4539-bcae-c85f20380b4f
ERROR: logging before google.Init: I0817 21:00:48.019729       1 server.go:1083] Starting conversation update stream for 459f153c-af03-4539-bcae-c85f20380b4f
ERROR: logging before google.Init: I0817 21:00:48.019764       1 printmode.go:340] Print mode: conversation=459f153c-af03-4539-bcae-c85f20380b4f, sending message
ERROR: logging before google.Init: I0817 21:00:48.019775       1 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 21:00:48.022128       1 manager.go:1226] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0817 21:00:48.022239       1 conversation_manager.go:523] Forwarding user message to conversation 459f153c-af03-4539-bcae-c85f20380b4f (items=1, media=0)
ERROR: logging before google.Init: I0817 21:00:48.022251       1 server.go:1515] Sending user message to conversation 459f153c-af03-4539-bcae-c85f20380b4f (items=1, media=0)
ERROR: logging before google.Init: I0817 21:00:48.451684     255 manager.go:480] Ignoring IDLE update because we are waiting for RUNNING
ERROR: logging before google.Init: I0817 21:00:48.507162     114 experiment_manager.go:38] Starting experiment refresh after login
ERROR: logging before google.Init: I0817 21:00:48.846218     299 model_resolver.go:80] Resolving model gemini-3.7-flash-high
ERROR: logging before google.Init: I0817 21:00:48.846261     299 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.7 Flash (High)"
ERROR: logging before google.Init: I0817 21:00:48.856157     113 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0817 21:00:48.999311     114 experiment_manager.go:42] Experiments refreshed after login
ERROR: logging before google.Init: I0817 21:00:48.999597     114 experiment_manager.go:38] Starting experiment refresh after login
ERROR: logging before google.Init: I0817 21:00:49.000968     542 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 21:00:49.009655     542 manager.go:1226] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0817 21:00:49.151836     114 experiment_manager.go:42] Experiments refreshed after login
ERROR: logging before google.Init: I0817 21:00:49.152030     553 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 21:00:49.154942     553 manager.go:1226] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0817 21:00:49.404902     114 experiment_manager.go:38] Starting experiment refresh after login
ERROR: logging before google.Init: I0817 21:00:49.578930     114 experiment_manager.go:42] Experiments refreshed after login
ERROR: logging before google.Init: I0817 21:00:49.579220     555 manager.go:1222] Reloading system slash commands
ERROR: logging before google.Init: I0817 21:00:49.581401     555 manager.go:1226] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0817 21:00:50.344394     298 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x23ce913351eb9f87
ERROR: logging before google.Init: I0817 21:01:00.144278     552 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x399a0c52376f99c4 ResponseID: AQaDaqWFELvLrfcPwNSM0Ag
ERROR: logging before google.Init: E0817 21:01:00.322151     564 grep_handler.go:582] app root path missing
ERROR: logging before google.Init: I0817 21:01:02.639643     597 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6971e5094b0e8f0e ResponseID: DQaDarXLDOnF0-kPy8bquAg
ERROR: logging before google.Init: I0817 21:01:05.427338     656 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xca3601c194eb3a25 ResponseID: DwaDar6AH-Sx2roPht_l0A8
ERROR: logging before google.Init: I0817 21:01:09.839477     692 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe43eb5eeec910fc9 ResponseID: EwaDapqQMoSD2roP09Gw-AE
ERROR: logging before google.Init: I0817 21:01:12.507061     702 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1da53c113d0a3589 ResponseID: FgaDavz3I8-p0-kP5LupqAI
ERROR: logging before google.Init: I0817 21:01:14.494320     827 http_helpers.go:232] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5f7225dbe9b5aea9 ResponseID: GAaDat2_PIzY2roPsNC0iQg
